Código;Formato;Descripción;Serie;Familia;ud venta;cod vta 2026;Piezas Por Caja;Piezas Por Metro;Piezas Por Palet;Cajas Por Palet;Metros Por Caja;Metros Por Palet;Kilos Por Caja;Kilos Por Pallet
189184;69240;ATLANTIQUE OLIVE 6,9X24;ATLANTIQUE;PICCOLA;m2;M894;45;60,3865;4320;96;0,7451;71,5391;10,85;1041,6
189185;69240;ATLANTIQUE COTTO 6,9X24;ATLANTIQUE;PICCOLA;m2;M894;45;60,3865;4320;96;0,7451;71,5391;10,8;1036,8
189186;69240;ATLANTIQUE CHARBON 6,9X24;ATLANTIQUE;PICCOLA;m2;M894;45;60,3865;4320;96;0,7451;71,5391;10,76;1032,96
189187;69240;ANTIGA BLANCO 6,9X24;ANTIGA;PICCOLA;m2;M917;45;60,3865;4320;96;0,7451;71,5391;10,8;1036,8
189188;69240;ANTIGA VERDE 6,9X24;ANTIGA;PICCOLA;m2;M917;45;60,3865;4320;96;0,7451;71,5391;10,76;1032,96
189189;69240;ANTIGA AZUL 6,9X24;ANTIGA;PICCOLA;m2;M917;45;60,3865;4320;96;0,7451;71,5391;10,76;1032,96
189190;69240;ANTIGA TEJA 6,9X24;ANTIGA;PICCOLA;m2;M917;45;60,3865;4320;96;0,7451;71,5391;10,8;1036,8
189191;69240;ANTIGA MARENGO 6,9X24;ANTIGA;PICCOLA;m2;M917;45;60,3865;4320;96;0,7451;71,5391;10,8;1036,8
189192;200200;MILANO BOSCO 20X20;MILANO;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;13,18;1265,28
189193;200200;NANTES OLIVE 20X20;ATLANTIQUE;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;12,95;1243,2
189194;200200;MILANO GRIGIO 20X20;MILANO;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;12,82;1230,72
189195;115115;GRANADELLA CIELO 11,5X11,5;GRANADELLA;PICCOLA;m2;M967;45;75,6144;4320;96;0,5951;57,132;10,22;981,12
189196;115115;GRANADELLA MARINO 11,5X11,5;GRANADELLA;PICCOLA;m2;M967;45;75,6144;4320;96;0,5951;57,132;10,26;984,96
189197;115115;GRANADELLA ESMERALDA 11,5X11,5;GRANADELLA;PICCOLA;m2;M967;45;75,6144;4320;96;0,5951;57,132;10,4;998,4
189198;115115;GRANADELLA CARBON 11,5X11,5;GRANADELLA;PICCOLA;m2;M967;45;75,6144;4320;96;0,5951;57,132;10,26;984,96
189199;115115;GRANADELLA SAL 11,5X11,5;GRANADELLA;PICCOLA;m2;M967;45;75,6144;4320;96;0,5951;57,132;10,4;998,4
189200;64223;GRANADELLA CIELO 6,4X22,3;GRANADELLA;PICCOLA;m2;M967;32;70,0673;4992;156;0,4567;71,2458;7,46;1163,76
189201;64223;GRANADELLA ESMERALDA 6,4X22,3;GRANADELLA;PICCOLA;m2;M967;32;70,0673;4992;156;0,4567;71,2458;7,3;1138,8
189202;64223;GRANADELLA MARINO 6,4X22,3;GRANADELLA;PICCOLA;m2;M967;32;70,0673;4992;156;0,4567;71,2458;7,36;1148,16
189203;64223;GRANADELLA SAL 6,4X22,3;GRANADELLA;PICCOLA;m2;M967;32;70,0673;4992;156;0,4567;71,2458;7,3;1138,8
189204;64223;GRANADELLA CARBON 6,4X22,3;GRANADELLA;PICCOLA;m2;M967;32;70,0673;4992;156;0,4567;71,2458;7,3;1138,8
189205;200200;SAINT-MICHEL BLEU 20X20;ATLANTIQUE;PICCOLA;m2;M917;17;25;1632;96;0,68;65,28;12,51;1200,96
189206;200200;SAINT-MICHEL OLIVE 20X20;ATLANTIQUE;PICCOLA;m2;M917;17;25;1632;96;0,68;65,28;12,5;1200
189207;200200;ANTIGA BLANCO 20X20;ANTIGA;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;13,11;1258,56
189208;200200;BARRAQUETES VERDE 20X20;ANTIGA;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;12,82;1230,72
189209;200200;BARRAQUETES TEJA 20X20;ANTIGA;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;12,84;1232,64
189210;200200;BARRAQUETES AZUL 20X20;ANTIGA;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;12,78;1226,88
189211;200200;BARRAQUETES MARENGO 20X20;ANTIGA;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;12,73;1222,08
189212;200200;MARENY VERDE 20X20;ANTIGA;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;12,48;1198,08
189213;200200;MARENY AZUL 20X20;ANTIGA;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;12,51;1200,96
189214;115231;KIT-KAT MOSAIC NOCHE GLOSSY 11,5X23,1;KIT-KAT;PICCOLA;m2;M970;24;37,6435;2304;96;0,6375;61,2057;11,28;1082,88
189215;200200;CABANYAL AZUL 20X20;ANTIGA;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;12,43;1193,28
189216;200200;CABANYAL VERDE 20X20;ANTIGA;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;12,36;1186,56
189217;200200;CABANYAL TEJA 20X20;ANTIGA;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;12,39;1189,44
189218;200200;CABANYAL MARENGO 20X20;ANTIGA;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;12,38;1188,48
189219;115231;KIT-KAT MOSAIC MUSGO GLOSSY 11,5X23,1;KIT-KAT;PICCOLA;m2;M970;24;37,6435;2304;96;0,6375;61,2057;11,21;1076,16
189220;70280;AGADIR MUSGO 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
189221;70280;AGADIR TURQUESA 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;17,06;1228,32
189222;70280;AGADIR IVORY 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,83;1211,76
189223;115231;XABIA CRUDO 11,5X23,1;XABIA;PICCOLA;m2;M928;24;37,6433;2304;96;0,6375;61,2061;11,57;1110,72
189224;115231;XABIA PAJA 11,5X23,1;XABIA;PICCOLA;m2;M928;24;37,6433;2304;96;0,6375;61,2061;11,54;1107,84
189225;115231;XABIA SALMON 11,5X23,1;XABIA;PICCOLA;m2;M928;24;37,6433;2304;96;0,6375;61,2061;11,38;1092,48
189226;115231;XABIA TOSTADO 11,5X23,1;XABIA;PICCOLA;m2;M928;24;37,6433;2304;96;0,6375;61,2061;11,42;1096,32
189237;6001200;CALACATTA SUPERWHITE SATIN 60X120 ;CALACATTA LUX;MARBLE;m2;M930;2;1,3889;66;33;1,4399;47,5199;29,28;966,24
189245;2281800;ROVERE MIELE 22.8X180;ROVERE;CLICK&FLOOR;m2;M943;7;2,4366;308;44;2,8727;126,4031;24,15;1062,6
189246;2281800;ROVERE  NATURALE 22.8X180;ROVERE;CLICK&FLOOR;m2;M943;7;2,4366;308;44;2,8727;126,4031;24,15;1062,6
189247;2281800;ROVERE TOSTATO 22.8X180;ROVERE;CLICK&FLOOR;m2;M943;7;2,4366;308;44;2,8727;126,4031;24,15;1062,6
189252;215250;RIAD EXA CACAO 21,5X25;RIAD;PICCOLA;m2;M932;24;24,69;1536;64;0,972;62,2114;18,6;1190,4
189253;215250;RIAD EXA TRIGO 21,5X25;RIAD;PICCOLA;m2;M932;24;24,69;1536;64;0,972;62,2114;18,7;1196,8
189254;215250;RIAD EXA AVENA 21,5X25;RIAD;PICCOLA;m2;M932;24;24,69;1536;64;0,972;62,2114;18,98;1214,72
189255;65200;RENANIA BLANCO 6,5X20;RENANIA;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,16;848,64
189256;65200;RENANIA TIERRA 6,5X20;RENANIA;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,21;853,84
189257;65200;RENANIA GRAFITO 6,5X20;RENANIA;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,16;848,64
189258;65200;RENANIA AZUL 6,5X20;RENANIA;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,26;859,04
189259;65200;RENANIA MENTA 6,5X20;RENANIA;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,16;848,64
189260;65200;RENANIA VERDE 6,5X20;RENANIA;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,16;848,64
189261;147147;TERRALUZ VERDE 14,7X14,7;TERRALUZ;PICCOLA;m2;M967;44;46,28;3080;70;0,9507;66,5514;17,29;1210,3
189262;147147;TERRALUZ CANVAS 14,7X14,7;TERRALUZ;PICCOLA;m2;M967;44;46,28;3080;70;0,9507;66,5514;17,12;1198,4
189263;147147;TERRALUZ PIEDRA 14,7X14,7;TERRALUZ;PICCOLA;m2;M967;44;46,28;3080;70;0,9507;66,5514;17,25;1207,5
189264;147147;TERRALUZ AZUL 14,7X14,7;TERRALUZ;PICCOLA;m2;M967;44;46,28;3080;70;0,9507;66,5514;17,2;1204
189265;147147;TERRALUZ YESO 14,7X14,7;TERRALUZ;PICCOLA;m2;M967;44;46,28;3080;70;0,9507;66,5514;17,6;1232
189266;147147;TERRALUZ TEJA 14,7X14,7;TERRALUZ;PICCOLA;m2;M967;44;46,28;3080;70;0,9507;66,5514;17,34;1213,8
189275;125125;RIAD BLANCO 12,5X12,5;RIAD;PICCOLA;m2;M928;60;64;4800;80;0,9375;75;12,42;993,6
189276;125125;RIAD DENIM 12,5X12,5;RIAD;PICCOLA;m2;M928;60;64;4800;80;0,9375;75;12,48;998,4
189277;125125;RIAD VERDE MAR 12,5X12,5;RIAD;PICCOLA;m2;M928;60;64;4800;80;0,9375;75;12,48;998,4
189278;125125;RIAD CARBON 12,5X12,5;RIAD;PICCOLA;m2;M928;60;64;4800;80;0,9375;75;12,48;998,4
189279;125125;RIAD AVENA 12,5X12,5;RIAD;PICCOLA;m2;M928;60;64;4800;80;0,9375;75;12,42;993,6
189280;125125;RIAD TRIGO 12,5X12,5;RIAD;PICCOLA;m2;M928;60;64;4800;80;0,9375;75;12,48;998,4
189281;125125;RIAD CACAO 12,5X12,5;RIAD;PICCOLA;m2;M928;60;64;4800;80;0,9375;75;12,48;998,4
189282;200200;UTRECHT 20X20;RENANIA;PICCOLA;m2;M917;17;25;1632;96;0,68;65,28;13,19;1266,24
189283;200200;COLONIA 20X20;RENANIA;PICCOLA;m2;M917;17;25;1632;96;0,68;65,28;13,26;1272,96
189284;200200;MUNICH 20X20;RENANIA;PICCOLA;m2;M917;17;25;1632;96;0,68;65,28;13,21;1268,16
189285;200200;FRAGMENTA AZUL 20X20;FRAGMENTA&IMA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;13,14;1261,44
189286;200200;FRAGMENTA VERDE 20X20;FRAGMENTA&IMA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;13,09;1256,64
189287;200200;FRAGMENTA CORAL 20X20;FRAGMENTA&IMA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;13,19;1266,24
189288;200200;FRAGMENTA GRIS 20X20;FRAGMENTA&IMA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;13,07;1254,72
189289;200200;FRAGMENTA ARENA 20X20;FRAGMENTA&IMA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;13,09;1256,64
189290;65200;ALFAR ANIS 6,5X20;ALFAR;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,54;888,16
189291;65200;ALFAR CISNE 6,5X20;ALFAR;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,4;873,6
189292;65200;ALFAR FOSIL 6,5X20;ALFAR;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,45;878,8
189293;65200;ALFAR GRANA 6,5X20;ALFAR;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,64;898,56
189294;65200;ALFAR BOSQUE 6,5X20;ALFAR;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,59;893,36
189295;65200;ALFAR AZUL PRUSIAN 6,5X20;ALFAR;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,4;873,6
189296;65200;ALFAR TURQUESA 6,5X20;ALFAR;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,45;878,8
189297;65200;ALFAR CARAMELO 6,5X20;ALFAR;PICCOLA;m2;M894;48;76,92;4992;104;0,624;64,8985;8,59;893,36
189298;62250;RIAD BLANCO 6,2X25;RIAD;PICCOLA;m2;M926;36;64,5161;3888;108;0,5579;60,2639;8,17;882,36
189299;62250;RIAD DENIM 6,2X25;RIAD;PICCOLA;m2;M926;36;64,5161;3888;108;0,5579;60,2639;8,17;882,36
189300;62250;RIAD VERDE MAR 6,2X25;RIAD;PICCOLA;m2;M926;36;64,5161;3888;108;0,5579;60,2639;8,17;882,36
189301;62250;RIAD CARBON 6,2X25;RIAD;PICCOLA;m2;M926;36;64,5161;3888;108;0,5579;60,2639;8,17;882,36
189302;62250;RIAD AVENA 6,2X25;RIAD;PICCOLA;m2;M926;36;64,5161;3888;108;0,5579;60,2639;8,17;882,36
189303;62250;RIAD TRIGO 6,2X25;RIAD;PICCOLA;m2;M926;36;64,5161;3888;108;0,5579;60,2639;8,17;882,36
189304;62250;RIAD CACAO 6,2X25;RIAD;PICCOLA;m2;M926;36;64,5161;3888;108;0,5579;60,2639;8,17;882,36
189305;100400;IMA AZUL 10X40;FRAGMENTA&IMA;PICCOLA;m2;M917;28;25;1792;64;1,12;71,68;13,16;842,24
189306;100400;IMA VERDE 10X40;FRAGMENTA&IMA;PICCOLA;m2;M917;28;25;1792;64;1,12;71,68;13,16;842,24
189307;100400;IMA MOSTAZA 10X40;FRAGMENTA&IMA;PICCOLA;m2;M917;28;25;1792;64;1,12;71,68;13,16;842,24
189308;100400;IMA BLANCO 10X40;FRAGMENTA&IMA;PICCOLA;m2;M917;28;25;1792;64;1,12;71,68;13,16;842,24
189309;100400;IMA GRIS 10X40;FRAGMENTA&IMA;PICCOLA;m2;M917;28;25;1792;64;1,12;71,68;13,16;842,24
189310;100400;IMA CORAL 10X40;FRAGMENTA&IMA;PICCOLA;m2;M917;28;25;1792;64;1,12;71,68;13,16;842,24
189311;200200;FRAGMENTA TERRACOTA 20X20;FRAGMENTA&IMA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;13,01;1248,96
189318;62250;MEKNES BLANCO 6,2X25;MEKNES;PICCOLA;m2;M894;36;64,5161;3888;108;0,5579;60,2639;8,14;879,12
189319;62250;MEKNES ROSA 6,2X25;MEKNES;PICCOLA;m2;M894;36;64,5161;3888;108;0,5579;60,2639;8,1;874,8
189320;62250;MEKNES MELISA 6,2X25;MEKNES;PICCOLA;m2;M894;36;64,5161;3888;108;0,5579;60,2639;8,24;889,92
189321;62250;MEKNES VERDE 6,2X25;MEKNES;PICCOLA;m2;M894;36;64,5161;3888;108;0,5579;60,2639;8,17;882,36
189322;62250;MEKNES HIELO 6,2X25;MEKNES;PICCOLA;m2;M894;36;64,5161;3888;108;0,5579;60,2639;8,21;886,68
189323;62250;MEKNES MIEL 6,2X25;MEKNES;PICCOLA;m2;M894;36;64,5161;3888;108;0,5579;60,2639;7,99;862,92
189324;62250;MEKNES INDIGO 6,2X25;MEKNES;PICCOLA;m2;M894;36;64,5161;3888;108;0,5579;60,2639;8,1;874,8
189325;125125;MEKNES BLANCO 12,5X12,5;MEKNES;PICCOLA;m2;M926;60;64;4800;80;0,9375;75;13,86;1108,8
189326;125125;MEKNES ROSA 12,5X12,5;MEKNES;PICCOLA;m2;M926;60;64;4800;80;0,9375;75;13,86;1108,8
189327;125125;MEKNES MELISA 12,5X12,5;MEKNES;PICCOLA;m2;M926;60;64;4800;80;0,9375;75;13,62;1089,6
189328;125125;MEKNES VERDE 12,5X12,5;MEKNES;PICCOLA;m2;M926;60;64;4800;80;0,9375;75;13,62;1089,6
189329;125125;MEKNES HIELO 12,5X12,5;MEKNES;PICCOLA;m2;M926;60;64;4800;80;0,9375;75;13,86;1108,8
189330;125125;MEKNES INDIGO 12,5X12,5;MEKNES;PICCOLA;m2;M926;60;64;4800;80;0,9375;75;13,62;1089,6
189331;125125;MEKNES MIEL 12,5X12,5;MEKNES;PICCOLA;m2;M926;60;64;4800;80;0,9375;75;13,86;1108,8
227959;75300;ATELIER WHITE GLOSSY 7.5X30;ATELIER;PICCOLA;m2;M874;22;44,4444;2750;125;0,4949;61,8749;7,92;990
227975;75300;ATELIER WHITE MATT 7.5X30;ATELIER;PICCOLA;m2;M874;22;44,4444;2750;125;0,4949;61,8749;7,92;990
186673N;300900;JUST WHITE GLOSS 30X90;JUST WHITE;CEMENT&STONE;m2;M924;4;3,7037;192;48;1,08;51,84;20,4;979,2
187139N;300900;NOVA CINZA 30X90;NOVA;CEMENT&STONE;m2;M925;4;3,7037;192;48;1,08;51,84;20,4;979,2
187146N;300900;JUST WHITE MATT 30X90;JUST WHITE;CEMENT&STONE;m2;M925;4;3,7037;192;48;1,08;51,84;20,4;979,2
187521N;300900;CALACATTA LUX 30X90;CALACATTA LUX;MARBLE;m2;M924;4;3,7037;192;48;1,08;51,84;20,4;979,2
187522N;300900;FANCY WHITE 30X90;FANCY;CEMENT&STONE;m2;M925;4;3,7037;192;48;1,08;51,84;20,4;979,2
187524N;300900;FANCY GREY 30X90;FANCY;CEMENT&STONE;m2;M925;4;3,7037;192;48;1,08;51,84;20,4;979,2
187759N;200200;DIURNE OXIDE 20X20;OXYDE;CEMENT&STONE;m2;M894;17;25;1632;96;0,68;65,28;13,6;1305,6
187760N;200200;DIURNE OXIDE ETHNIC 20X20;OXYDE;CEMENT&STONE;m2;M960;17;25;1632;96;0,68;65,28;13,6;1305,6
187777N;200200;YANG 20X20;MICRO;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
187778N;200200;GRID 20X20;MICRO;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
187816N1;200200;WHITE 20X20;MICRO;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;14,03;1346,88
187817N1;200200;BLACK 20X20;MICRO;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;14,03;1346,88
187820N;200200;ORNAMENTAL BLACK&WHITE 20X20;HIDRAULICO;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
187823N;200200;ORNAMENTAL MUSTARD 20X20;HIDRAULICO;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
187824N;200200;TERRACOTA BLANCO 20X20;TERRACOTA;PICCOLA;m2;M894;17;25;1632;96;0,68;65,28;14,03;1346,88
187825N;200200;TERRACOTA COTTO 20X20;TERRACOTA;PICCOLA;m2;M894;17;25;1632;96;0,68;65,28;14,03;1346,88
187826N;200200;TERRACOTA DECOR BLANCO 20X20;TERRACOTA;PICCOLA;m2;M917;17;25;1632;96;0,68;65,28;14,03;1346,88
187827N;200200;TERRACOTA DECOR COTTO 20X20;TERRACOTA;PICCOLA;m2;M917;17;25;1632;96;0,68;65,28;14,03;1346,88
187859N;200200;TERRACOTA TEJA 20X20;TERRACOTA;PICCOLA;m2;M894;17;25;1632;96;0,68;65,28;14,03;1346,88
187861N;75300;FLAT WHITE GLOSS 7.5X30;FLAT;PICCOLA;m2;M874;22;44,4444;2750;125;0,4949;61,8749;7,92;990
187862N;75300;FLAT WHITE MATT 7.5X30;FLAT;PICCOLA;m2;M874;22;44,4444;2750;125;0,4949;61,8749;7,92;990
187864N;75300;FLAT BLACK MATT 7.5X30;FLAT;PICCOLA;m2;M874;22;44,4444;2750;125;0,4949;61,8749;7,92;990
188018N;200200;VIANA 20X20;SAUDADE;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188019N;200200;EVORA 20X20;SAUDADE;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188020N;200200;PORTO 20X20;SAUDADE;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188022N;200200;COIMBRA 20X20;SAUDADE;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188023N;200200;SAUDADE BLANCO 20X20;SAUDADE;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;14,03;1346,88
188026N;200200;SAUDADE AZUL 20X20;SAUDADE;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;14,03;1346,88
188060N;200200;FARO 20X20;SAUDADE;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188245N;150150;TABARCA BLANCO 15X15;TABARCA;PICCOLA;m2;M894;30;44,44;2700;90;0,675;60,756;10,2;918
188246N;150150;TABARCA ROSA 15X15;TABARCA;PICCOLA;m2;M894;30;44,44;2700;90;0,675;60,756;9,9;891
188249N;150150;TABARCA TURQUESA 15X15;TABARCA;PICCOLA;m2;M894;30;44,44;2700;90;0,675;60,756;10,26;923,4
188263N;147147;CHICAGO WHITE COTTON 14,7X14,7;CHICAGO;PICCOLA;m2;M926;44;46,28;3080;70;0,9507;66,5514;15,4;1078
188264N;147147;CHICAGO GINGER 14,7X14,7;CHICAGO;PICCOLA;m2;M926;44;46,28;3080;70;0,9507;66,5514;15,4;1078
188265N;147147;CHICAGO OCEAN 14,7X14,7;CHICAGO;PICCOLA;m2;M926;44;46,28;3080;70;0,9507;66,5514;15,4;1078
188268N;147147;CHICAGO OLIVE 14,7X14,7;CHICAGO;PICCOLA;m2;M926;44;46,28;3080;70;0,9507;66,5514;15,4;1078
188470N;200200;VALENCIA BLANCO 20X20;VALENCIA;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;14,03;1346,88
188471N;200200;VALENCIA CORAL 20X20;VALENCIA;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;14,03;1346,88
188472N;200200;VALENCIA SALVIA 20X20;VALENCIA;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;14,03;1346,88
188473N;200200;VALENCIA AZUL 20X20;VALENCIA;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;14,03;1346,88
188474N;200200;PALMAR 20X20;VALENCIA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188475N;200200;CARME 20X20;VALENCIA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188476N;200200;JORDANA 20X20;VALENCIA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188477N;200200;REMOR 20X20;VALENCIA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188478N;200200;SOROLLA 20X20;VALENCIA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188495N;200200;SANTORINI 20X20;DORIA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188496N;200200;CRETA 20X20;DORIA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188497N;200200;MYKONOS 20X20;DORIA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188498N;200200;CORFU 20X20;DORIA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188500N;200200;NAXOS 20X20;DORIA;PICCOLA;m2;M923;17;25;1632;96;0,68;65,28;14,03;1346,88
188503N;200200;AQUA 20X20;DORIA;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;14,03;1346,88
188505N;200200;NAVY 20X20;DORIA;PICCOLA;m2;M921;17;25;1632;96;0,68;65,28;14,03;1346,88
188546N;70280;AGADIR NIEBLA 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188547N;70280;AGADIR PIEDRA 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188548N;70280;AGADIR LAGO 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188549N;70280;AGADIR AGUA 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188550N;70280;AGADIR COTTO CLARO MATE 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188570N;70280;AGADIR SELVA 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188573N;70280;AGADIR COTTO OSCURO MATE 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188589N;200200;MAGNET MINT 20X20;MAGNET;CEMENT&STONE;m2;M923;17;25;1632;96;0,68;65,28;13,09;1256,64
188695N;200200;MINTONS OLD WHITE 20X20;MINTONS;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;14,03;1346,88
188697N;200200;HARRIET 20X20;MINTONS;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;14,03;1346,88
188698N;200200;CATALINA 20X20;MINTONS;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;14,03;1346,88
188699N;200200;LANCELOT 20X20;MINTONS;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;14,03;1346,88
188700N;200200;BUCKINGHAM 20X20;MINTONS;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;14,03;1346,88
188701N;200200;BELLAMIRA 20X20;MINTONS;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;14,03;1346,88
188702N;200200;VICTORIAN 20X20;MINTONS;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;14,03;1346,88
188703N;200200;BALMORAL 20X20;MINTONS;PICCOLA;m2;M926;17;25;1632;96;0,68;65,28;14,03;1346,88
188757N;70280;AGADIR NOCHE 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188758N;70280;AGADIR LAVA 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188759N;70280;AGADIR ARENA 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188760N;70280;AGADIR AMARANTO 7X28;AGADIR;PICCOLA;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188830N;70280;PIETRASANTA IVORY 7X28;PIETRASANTA;CEMENT&STONE;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188831N;70280;PIETRASANTA LIGHT GREY 7X28;PIETRASANTA;CEMENT&STONE;m2;M926;45;51,0204;3240;72;0,882;63,504;16,65;1198,8
188908N;6001200;ZEMENT WHITE 60X120;ZEMENT;CEMENT&STONE;m2;M878;2;1,3889;66;33;1,4399;47,5199;28,4;937,2
188909N;6001200;ZEMENT GREY 60X120;ZEMENT;CEMENT&STONE;m2;M878;2;1,3889;66;33;1,4399;47,5199;28,4;937,2
188910N;6001200;ZEMENT IVORY 60X120;ZEMENT;CEMENT&STONE;m2;M878;2;1,3889;66;33;1,4399;47,5199;28,4;937,2
188911N;115231;KIT-KAT MOSAIC WHITE MATT 11,5X23,1;KIT-KAT;PICCOLA;m2;M950;26;37,6435;2496;96;0,6906;66,3062;11,86;1138,56
188912N;115231;KIT-KAT MOSAIC GREY MATT 11,5X23,1;KIT-KAT;PICCOLA;m2;M950;26;37,6435;2496;96;0,6906;66,3062;11,86;1138,56
188913N;115231;KIT-KAT MOSAIC SKY MATT 11,5X23,1;KIT-KAT;PICCOLA;m2;M950;26;37,6435;2496;96;0,6906;66,3062;11,86;1138,56
188914N;115231;KIT-KAT MOSAIC ANISE GREEN MATT 11,5X23,1;KIT-KAT;PICCOLA;m2;M950;26;37,6435;2496;96;0,6906;66,3062;11,86;1138,56
